Issue key,Issue id,Summary,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Story Points),Status
PP-9874,1025753,DTP Page Load enhancement - Identification of JavaScript,GPSS Sprint 33 Release 2021.7,DAP- DTP Platform - Sprint 1,,,,5,Closed
PP-9873,1025749,DTP Page Load enhancement - Identification of CSS,GPSS Sprint 33 Release 2021.7,DAP- DTP Platform - Sprint 1,,,,2,Closed
PP-10197,1042692,To convert DateFormat from UK to US and then use this for Disqualify Logic.,GPSS Sprint 33 Release 2021.7,DAP- DTP Platform - Sprint 1,,,,,Closed
PP-6061,872764,Integration with HumanApi service - Analysis and POC,DAP- DTP Platform - Sprint 1,,,,,5,Closed
PP-8694,966732,Abbvie Landing page for Orilissa and Oriahnn Preg Registeries,GPSS Sprint 23,GPSS Sprint 30 - Rel 2021.6,GPSS Sprint 31 - Rel 2021.6,,,5,Closed
PP-9504,1001377,Virtual study - site association logic required enhancements ,GPSS Sprint 29 - Rel 2021.5,,,,,5,Closed
PP-9656,1014026,"(demo feedback of PP-9277)  Display different h1,h2,h3,h4 and body content based on patientType",GPSS Sprint 29 - Rel 2021.5,,,,,,Closed
PP-9817,1023408,"Contact Form DOB, make it more UI friendly",GPSS Sprint 31 - Rel 2021.6,,,,,,Closed
PP-9432,993563,Unsubscribe/re-subscribe for after 'x' hours scenarios and Siteupdate job,,,,,,7,Closed
PP-7211,920424,IP addrss fields are blank,,,,,,,Open
PP-7210,920423,Are we sending Gender to RH,,,,,,,Open
PP-6947,910444,GEO IP Service down exception need to be handled,,,,,,,Open
PP-6493,884286,AZ Defect Fixes and Testing,GPSS Sprint 9,,,,,3,Rejected
PP-9497,1000235,"Sprint 26 - Testing, Defect Fixes and validations",GPSS Sprint 28 -  Rel 2021.5,,,,,5,Closed
PP-10097,1037301,Rebuild reporting database,GPSS Sprint 33 Release 2021.7,,,,,,Testing In Progress
PP-10217,1043372,GTM Analysis on Advertisement/Analytics cookies ,,,,,,,Open
PP-9782,1018651,CR.com: Computed fields are missing from the reference,GPSS Sprint 30 - Rel 2021.6,GPSS Sprint 31 - Rel 2021.6,,,,,Closed
PP-7123,916414,"HCP details,  Physical Address fields & Send Comms via Postal Mail",GPSS Sprint 27 - Rel - 2021.5,,,,,3,Development In Progress
PP-7156,917251,Pregnancy Registry - Email Link should not go to 404 Error page,GPSS Sprint 27 - Rel - 2021.5,DAP-Registry Platform-Sprint 1,,,,3,Development In Progress
PP-10119,1039395,Button text for Pre-Selected Site on site selection when Life link is enabled/disabled,,,,,,,Open
PP-10106,1038517,DTP platform : Additional Minor DNQ page,,,,,,,Open
PP-9889,1025998,Cookie Policy page as a modal popup,GPSS Sprint 32 Release 2021.6,,,,,2,Rejected
PP-9976,1031036,Amgen GENESIS - Patient Consent needs to be captured and saved correctly,,,,,,,Development In Progress
PP-9978,1031060,Pregnancy Base Platform - Patient Consent needs to be captured and saved correctly,,,,,,,Development In Progress
PP-7788,940420,Ensemble Study - Monitoring in Splunk ,GPSS Sprint 17,GPSS Sprint 18,Place for priority stories,,,,Reopened
PP-7063,912745,Need confirmation on POST URL & redirection URL for Janssen Ensemble ,RITM / INC Release Sprint 22,,,,,,Closed
PP-7537,933953,Janssen Ensemble - South Africa - Xhosa,,,,,,,Closed
PP-7536,933952,Janssen Ensemble - South Africa - Afrikaans : Issues,,,,,,,Closed
PP-7494,932961,https://www.ensemblestudy.com is not getting crawled by google ,GPSS Sprint 16,,,,,,Rejected
PP-7440,931060,SVT Janssen Ensemble  Mexico Issues,,,,,,,Rejected
PP-9214,981798,Amgen GENESIS US Spanish - QCC and HCP pages,,,,,,,Testing In Progress
PP-9213,981789,Amgen GENESIS US Spanish - Log In page,,,,,,,Testing In Progress
PP-9215,981906,Amgen GENESIS US Spanish - Scheduled Milestones,,,,,,,Testing In Progress
PP-9216,981907,Amgen GENESIS US Spanish - Public Pages,,,,,,,Testing In Progress
PP-9206,981595,Amgen GENESIS US Spanish - Need SVT instance ,,,,,,,Closed
PP-9210,981769,Amgen GENESIS US Spanish - Patient Account Management Page,,,,,,,Testing In Progress
PP-9212,981773,Amgen GENESIS US Spanish - Apply Approved Spanish system values,,,,,,,Testing In Progress
PP-8659,965087,"dtp 1.1 platform - New Feature, need a carousel for the hero image & CTA",Place for priority stories,,,,,2,Rejected
PP-6995,911815,set the default value for banner as ‘No’ in place of ‘Yes’,GPSS Sprint 24,,,,,2,Closed
PP-8075,948624,Janssen Ensemble - Spain - Spanish,GPSS Sprint 19,,,,,,Rejected
PP-5084,844055,Changes needed to enable ePR rollout,,,,,,,Closed
PP-7733,938843,Janssen Ensmeble SVT issues - US (3009),,,,,,,Rejected
PP-7597,934422,DtP - Janssen Ensemble - cookie management,GPSS Sprint 18,GPSS Sprint 20,,,,8,Rejected
PP-5602,859126,Merge and configure - Tecgistry ,EPAM Work,,,,,2,Rejected
PP-4423,760711,Plegridy - Create cookie opt in sticky overlay and corresponding cookie policy page,,,,,,,Rejected
PP-4424,760712,Plegridy - Footer styling change,,,,,,,Rejected
PP-4425,760713,Plegridy - Removal/hiding of fields from patient registration form,,,,,,,Rejected
PP-5565,858254,CLONE - SMS sending/management service and reporting,,,,,,,Rejected
PP-5583,858750,Roche - SMS sending/management service and reporting,GPSS Sprint 7,,,,,5,Development Complete
PP-5603,859127,Merge and configure - Plegridy,EPAM Work,,,,,2,Rejected
PP-4426,760714,Plegridy - Addition of privacy policy checkbox on patient registration form,,,,,,,Rejected
PP-9001,977653,"CR.Com  Solr Indexing Problems,  Preventative Actions",Place for priority stories,,,,,,Open
PP-9474,996695,DateTime stamp from Lua script,GPSS Sprint 26,Place for priority stories,,,,,Development In Progress
PP-9653,1012798,WAF Checkpoint,Place for priority stories,,,,,,Open
PP-6259,877331,Pressing the back button on 3-Step-Process briefly shows the previous page,GPSS Sprint 25,Place for priority stories,,,,2,Development In Progress
PP-9685,1014939,"Mongo DB - Existing AZMCL records, update SOURCE field/s",Place for priority stories,,,,,,Open
PP-9683,1014937,"Mongo DB - Existing DTP records, update SOURCE field/s",Place for priority stories,,,,,,Open
PP-9682,1014936,Mongo DB - Update AZMCL to to save SOURCE information,Place for priority stories,,,,,,Open
PP-9684,1014938,"Mongo DB - Existing CR.Com records, update SOURCE field/s",Place for priority stories,,,,,,Open
PP-9679,1014933,Mongo DB Source field - create suitable field in Mongo DB,Place for priority stories,,,,,,Open
PP-8625,963770,AMGEN GENESIS - Outcome of Customer Demo,GPSS Sprint 32 Release 2021.6,,,,,,Closed
PP-9930,1028542,Export file names for Patient contact activity/Milestone Schedules data,,,,,,,Testing In Progress
PP-9846,1025647,Find a way to reduce the SurveyMobile.js,,,,,,,Open
PP-9719,1017075,DTP - Five9 (Anomaly Squared) API integration,GPSS Sprint 30 - Rel 2021.6,Place for priority stories,,,,,Development In Progress
PP-9117,980638,"New Feature, need a carousel for the hero image & CTA, and Sticky Footer",GPSS Sprint 24,,,,,,Closed
PP-9955,1030253,Code review comments for registry refactored platform,,,,,,,Open
PP-9956,1030255,GitLab - SVT CI\CD pipeline creation for registries re-factored platform,,,,,,,Open
PP-5633,859245,DTP 1.5 system manual update,GPSS Sprint 4,,,,,,Rejected
PP-5634,859246,DTP 1.5 Design document update,GPSS Sprint 4,,,,,,Rejected
PP-2601,659693,"Eiger D-LIVR - Configure survey gizmo, Metadata and Google Analytics (content editor)",,,,,,,Rejected
PP-9211,981771,Amgen GENESIS US Spanish - Patient email/SMS communications,,,,,,,Testing In Progress
PP-6483,884210,Sitecore Changes for having the switch for LifeLink Integration,GPSS Sprint 9,,,,,3,Rejected
PP-6487,884226,SG Screener to Contact Info - High Risk Flag,GPSS Sprint 9,,,,,3,Rejected
PP-6488,884229,ExternalApiAuditLog,GPSS Sprint 9,,,,,3,Rejected
PP-6489,884230,Authenticate with API Key for LifeLink to DTP Integration,GPSS Sprint 9,,,,,,Rejected
PP-6485,884218,LifeLink to DTP,GPSS Sprint 9,,,,,3,Rejected
PP-6482,884209,Site Selection Success UI Changes for LifeLink Integration – UI ,GPSS Sprint 9,,,,,3,Rejected
PP-6484,884216,DTP to LifeLink,GPSS Sprint 9,,,,,3,Rejected
PP-3358,704060,My account dropdown in header should be content managed *confirm this is in place*,,,,,,,Rejected
PP-2268,652123,ePR platform integration with Rocket Referral platform,,,,,,,Rejected
PP-2054,649506,Sunovion 203 Parkinsons - Daily & Weekly Referral Email only being sent to PI role,,,,,,,Rejected
PP-2018,648582,IQVIA view - Site Profile details,,,,,,,Rejected
PP-1520,616799,Iqvia clinical team user add study site form (FR-112),,,,,,,Rejected
PP-1519,616347,Iqvia clinical team user add user form (FR-111),,,,,,,Rejected
PP-1469,606243,Retrophin - Referral DB Fields,,,,,,,Rejected
PP-1370,595533,IQVIA Biosimilars - Newsletter updates,,,,,,,Rejected
PP-1331,594732,ePR custom portal delivery - Open items,,,,,,,Rejected
PP-765,543374,NFR-44 Logging of security events,,,,,,,Rejected
PP-598,514558,new ePR - QAT Feedback,,,,,,,Rejected
PP-571,490633,SVT : UAT Issues validation,,,,,,,Rejected
PP-570,490632,SVT : UAT Smoke Testing,,,,,,,Rejected
PP-568,490628,SVT : Formal Validation,,,,,,,Rejected
PP-9277,985390,"Display different h1,h2,h3,h4 and body content based on patientType",GPSS Sprint 26,,,,,3,Closed
PP-9110,980038,Type of User - Unsubscribe/Subscribe,GPSS Sprint 25,GPSS Sprint 26,,,,3,Closed
PP-8999,977636,Ability to send registration emails based upon type of user,GPSS Sprint 24,GPSS Sprint 26,,,,5,Closed
PP-9420,992374,User Consent for Receiving emails,GPSS Sprint 29 - Rel 2021.5,,,,,,Closed
PP-602,518057,Zingistry Two Way Commnucation Implemention,,,,,,,Closed
PP-3755,722294,AZ MCL - Hyperwallet API integration ,GPSS Sprint 2,GPSS Sprint 6,,,,8,Development Complete
PP-9804,1022328,Amgen Spanish Set up in SVT,,,,,,,Closed
PP-7397,928901,"DTP Contact Form - GUI change to DOB field, latest base platform ",GPSS Sprint 23,GPSS Sprint 24,GPSS Sprint 25,GPSS Sprint 28 -  Rel 2021.5,,5,Closed
PP-9774,1018121,IP - R668-AD-1762: Investigator Portal Analytics,GPSS Sprint 30 - Rel 2021.6,,,,,,Closed
PP-9693,1016337,Sprint 28/29 Testing - Defect fixes and Validation,GPSS Sprint 30 - Rel 2021.6,,,,,5,Closed
PP-9695,1016413,Documentation - System Manual + Design Document + Release Notes,GPSS Sprint 30 - Rel 2021.6,,,,,5,Closed
PP-8918,974062,Abbvie US Spanish - Defect fixes n testing,GPSS Sprint 23,GPSS Sprint 24,,,,8,Closed
PP-7674,937236,background job updates (PP-7608) - ATID association,,,,,,,Closed
PP-7672,937231,Addition to bg job change (PP-7608) - abandoned status referrals,,,,,,,Closed
PP-7822,941380,Addition to background job described in PP-7608 - apply to referrals with status 'Site not found',,,,,,,Closed
PP-7685,937914,Background job described in PP-7608 updates a database record on changing referral status,,,,,,,Closed
PP-7673,937234,DtP addition to background job (PP-7608) - email triggered in this scenario uses distinct template,,,,,,,Closed
PP-8892,973070,DTP Contact Form - Need to make numeric inputs multi-lingual,Place for priority stories,,,,,,Open
PP-8998,977622,"Variable content, color, images by ""atid"" query string parameter",Place for priority stories,,,,,8,Deferred
PP-7796,940528,Connect BP-307CN002 - Purchase Domain,,,,,,,Closed
PP-7798,940530,Connect BP-307CN002 - SVT Findings,,,,,,,Closed
PP-7797,940529,Connect BP-307CN002 - Obtain & Install SSL Certification,,,,,,,Closed
PP-7795,940524,Connect BP-307CN002 - DtP instance creation,,,,,,,Closed
PP-7570,934046,Xhosa : Copyrights is added twice in the footer ,,,,,,,Rejected
PP-5674,860541,"POC, Solution'ising, Estimation",,,,,,,Closed
PP-6326,879822,Testing story for PP-6097,RITM / INC Release Sprint 9,,,,,,Rejected
PP-4970,834798,Test Story 20200225,,,,,,,Rejected
PP-5037,841096,Exchange-study pixel fire issue.,,,,,,,Testing In Progress
PP-4422,760705,Plegridy - Additional content managed text area above privacy opt in checkbox and text on patient registration form,,,,,,,Rejected
PP-4421,760703,Plegridy - Distinct thank you pages,,,,,,,Rejected
PP-2815,666283,Jazz Chords - add branding to ePR instance,,,,,,,Rejected
PP-2829,666413,Jazz Chords - Study locations element,,,,,,,Rejected
PP-2828,666411,Jazz Chords - ePR instance does not incorporate screener questionnaire,,,,,,,Rejected
PP-2826,666409,"Jazz Chords - site variants are supported for the US, Germany and Spain",,,,,,,Rejected
PP-2818,666286,"Jazz Chords - configure metadata, google analytics",,,,,,,Rejected
PP-2817,666285,Jazz Chords - Sitecore analytics configuration,,,,,,,Rejected
PP-3315,700801,ePR translations (place holder),,,,,,,Rejected
PP-2009,648571,Add Patient form,,,,,,,Rejected
PP-2016,648580,PI/Inv user view - vanity URL performance issue,,,,,,,Rejected
PP-1905,643992,Sunovion 203 Parkinsons - Daily & Weekly Referral Email only being sent to Investigators,,,,,,,Rejected
PP-2002,647916,FR-012 - A user session is ended after 30 minutes of inactivity *confirm if implementation described is in place*,SPN - AZ MCL Sprint 1,,,,,,Rejected
PP-716,541422,HECEXP16 for the Month of December,,,,,,,Rejected
PP-717,541424,HECEXP16 for the Month of December,,,,,,,Rejected
PP-891,550863,HECEXP16 for the Month of  January 2018,,,,,,,Rejected
PP-5339,853084,503 Errors (for RITM sprint?),Place for priority stories,,,,,,Rejected
PP-5980,868832,ID to submit with Hyperwallet create cheque request via REST API,Place for priority stories,,,,,,Testing In Progress
PP-6476,883972,"Post lifelink appointment creation, end user can save appointment to third party calendar app",Place for priority stories,,,,,,Open
PP-577,498610,Sitecore Platform audit trail integrtion,,,,,,,Rejected
PP-575,496822,Zingistry Email Content and place holder changes,,,,,,,Rejected
PP-477,468845,QCC daily notification ,,,,,,,Rejected
PP-540,480014,"Email alignments issues for QCC, Patient, HCP",,,,,,,Rejected
PP-542,480157,Does not qualify opt in management,,,,,,,Rejected
PP-548,480249,The application is able to generate filtered mailing lists and merge them,,,,,,,Rejected
PP-550,480265,Creation of email/SMS communication schedules,,,,,,,Rejected
PP-552,480324,Communications unsubscribe,,,,,,,Rejected
PP-569,490631,Internal Meetings,,,,,,,Rejected
PP-530,479068,ZinGsitry emails and SMS HTML Output preparation,,,,,,,Rejected
PP-517,478261,Content Changes for BI Re-Vecto - US,,,,,,,Rejected
PP-503,473835,Referral management,,,,,,,Rejected
PP-485,473128,Negtaive secenrio Implemention ,,,,,,,Rejected
PP-556,480622,Capability to send email/SMS from the platform instance,,,,,,,Rejected
PP-565,485765,Zingistry :Patient  actual Email Output required,,,,,,,Rejected
PP-563,482636,"Zingistry email Out put for QCC,HCP,patient",,,,,,,Rejected
PP-170,368666,Search for site feature,,,,,,,Rejected
PP-3813,726300,NOVARTIS EXCHANGE - Confirgure sitecore analytics,,,,,,,Closed
PP-9000,977641,display different H1 and body content for “registration form” depending upon whether user pass or fail the prescreener,GPSS Sprint 25,,,,,3,Closed
PP-3819,726309,NOVARTIS EXCHANGE - Referrals to be directed to Referral Hub / CRCP platform,,,,,,,Closed
PP-2606,659723,Eiger D-LIVR - Registration Followup Email (2day & 7day),,,,,,,Closed
PP-2604,659696,Eiger D-LIVR - Create & publish build using CI/CD,,,,,,,Closed
PP-2603,659695,Eiger D-LIVR - Configure Referral DB,,,,,,,Closed
PP-2597,659678,Eiger D-LIVR - Add content to ePR instance,,,,,,,Closed
PP-2608,659761,Eiger D-LIVR - Referrals to be directed to Referral Hub/CRCP platform,,,,,,,Closed
PP-2605,659697,Eiger D-LIVR - Emails,,,,,,,Closed
PP-6648,892816,"RITM13136278 -  hide the ""Send communications via postal mail"" option",,,,,,,Closed
PP-6582,889805,UTM parameter string observed to be lost in dtp site usage - NEEDS TESTING,,,,,,,Closed
PP-4526,772987,Merck Evolution - support for two protocols,,,,,,,Closed
PP-6035,870777,Single Sign-on for IQVIA Coordinating Center users,GPSS Sprint 23,,,,,5,Closed
PP-6870,905000,Merge the Banner related changes to 1.6.2,GPSS Sprint 24,,,,,2,Closed
PP-6812,902460,Analysis and estimation for adding Survey Gizmo Iframe integration in DTP 1.1,,,,,,8,Closed
PP-7375,927333,DtP - retain all query string parameters where domain is updated by redirect or user,GPSS Sprint 21,,,,,,Closed
PP-7392,928121,Distinct Hyperwallet job to update payment status in mastersubjectreport,GPSS Sprint 21,,,,,,Closed
PP-7614,935298,CR.com new logo addition (pending details),,,,,,,Closed
PP-9675,1014727,AZ MCL - Changes,GPSS Sprint 29 - Rel 2021.5,,,,,,Closed
PP-7393,928122,AZ MCL master subject report - populate historical payments made manually,GPSS Sprint 21,,,,,,Closed
PP-7400,929141,DTP- Progress Bar Structure with & without 'Schedule Appointment',GPSS Sprint 20,,,,,,Closed
PP-7421,929782,"DTP Contact Form -  when errors, page should focus upon 1st error",GPSS Sprint 22,,,,,2,Closed
PP-7447,932041,AZ Provent (Covid) DTP 1.0 UK version SVT findings,,,,,,,Closed
PP-9489,997563,"Documentation - System Manual, Release Notes and Design Documents",GPSS Sprint 29 - Rel 2021.5,,,,,5,Closed
PP-5573,858441,"Logs showing emails are not being associated to users, and CPU at 100%",RITM / INC Release Sprint 4,RITM / INC Release Sprint 6,,,,5,Closed
PP-5696,861569,"DTP UAT,  Reg Form Restyling",,,,,,,Closed
